asgweek_id	week	week1_sent	week2_sent	assignment_identifier	fullpair	admin_unit1	email	num_emails	response	timely_1	timely_2	accuracy	friendly	look_up	link	live_here	reg_here	coded_	first_tt	second_tt	first_name_latino	second_name_latino	first_name	second_name	first_website	second_website	first_subject	second_subject	email_address1	email_address2	from_address_week1	from_address_week2	subject_line_week1	subject_line_week2	strict_enforced	strict_enacted	photo_enforced	photo_enacted	strict_nonphoto	nonphoto	preclear_states	litigation	municipal_only	county_plus	per_black	per_notlat	populationdensitypersqmile	income_est	normal_vote	author_coded	wordcount	gradelevel	totalpopulation	totalpop_latino	elected	southern_state	westcoast_state	mtwest_state	plains_state	midwest_state	midatl_state	ne_state	statereg1	statereg2	idlaw_overall	photolaw	nonphotolaw	noidlaw	idlaw	elected_update	partisan_update	party_update	partydata	code	code.fac	dummy1	dummy2	dummy3	dummy4	dummy5	dummy6	dummy7	dummy8	dummy9	dummy10	dummy11	dummy12	dummy13	dummy14	dummy15	dummy16	dummy17	dummy18	dummy19	dummy20	dummy21	dummy22	dummy23	dummy24	dummy25	dummy26	dummy27	dummy28	dummy29	dummy30	dummy31	dummy32	dummy33	dummy34	dummy35	dummy36	dummy37	dummy38	dummy39	dummy40	dummy41	dummy42	dummy43	dummy44	dummy45	dummy46	dummy47	dummy48
7603	1	1	1	13805	40	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	2	4	1	0	1	0	3	2	"luisrodriguez@ajnmail.net"	"muellerj@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							118		350670	41775	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7604	2	1	1	13805	40	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	0	0	0	0	0	0	0	1	1	0	2	4	1	0	1	0	3	2	"luisrodriguez@ajnmail.net"	"muellerj@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							164		350670	41775	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7605	1	1	1	13806	40	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	0	1	4	2	1	0	1	0	3	4	"jakemueller@ajnmail.net"	"rodriguezluis@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							81		24669	644	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7606	2	1	1	13806	40	"REDACTED"	"REDACTED"	1	1	1	1	"Non-informative response"	0	0	0	0	1	0	0	1	0	1	4	2	1	0	1	0	3	4	"jakemueller@ajnmail.net"	"rodriguezluis@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							82		24669	644	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7607	1	1	1	13807	41	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	1	0	0	0	0	0	1	0	0	1	4	2	0	1	1	0	1	3	"jmueller@fnweb.net"	"luisrodriguez@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							241		162878	10408	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7608	2	1	1	13807	41	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							1	0	0	1	4	2	0	1	1	0	1	3	"jmueller@fnweb.net"	"luisrodriguez@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							184		162878	10408	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7609	2	1	1	13808	41	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							1	0	1	0	1	4	0	1	1	0	3	1	"josemartinez@fnweb.net"	"jmueller@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							123		88247	5261	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7610	1	1	1	13808	41	"REDACTED"	"REDACTED"	0	0	0	0	""							1	0	1	0	1	4	0	1	1	0	3	1	"josemartinez@fnweb.net"	"jmueller@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							123		88247	5261	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7611	2	1	1	13809	42	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							1	0	0	1	4	1	1	0	0	1	1	4	"jmueller@ajnmail.net"	"martinezjose@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							138		319431	30190	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7612	1	1	1	13809	42	"REDACTED"	"REDACTED"	0	0	0	0	""							1	0	0	1	4	1	1	0	0	1	1	4	"jmueller@ajnmail.net"	"martinezjose@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							138		319431	30190	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7613	1	1	1	13810	42	"REDACTED"	"REDACTED"	1	1	0	0	"Absolutely accurate"	1	0	0	0	0	0	1	0	1	0	1	4	1	0	0	1	2	1	"martinezj@ajnmail.net"	"jmueller@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							347		141752	14698	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7614	2	1	1	13810	42	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							1	0	1	0	1	4	1	0	0	1	2	1	"martinezj@ajnmail.net"	"jmueller@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							301		141752	14698	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7615	1	1	1	13811	43	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	1	3	0	1	0	1	4	2	"martinezjose@fnweb.net"	"walshg@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							70		27281	1311	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7616	2	1	1	13811	43	"REDACTED"	"REDACTED"	1	1	0	1	"Non-informative response"	0	1	0	0	0	0	0	1	1	0	1	3	0	1	0	1	4	2	"martinezjose@fnweb.net"	"walshg@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							79		27281	1311	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7617	1	1	1	13812	43	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	0	1	3	2	0	1	0	1	4	3	"walshgreg@fnweb.net"	"luisrodriguez@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							108		133801	11017	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7618	2	1	1	13812	43	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	0	0	1	0	0	1	0	1	0	1	3	2	0	1	0	1	4	3	"walshgreg@fnweb.net"	"luisrodriguez@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							208		133801	11017	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7619	1	1	1	13813	44	"REDACTED"	"REDACTED"	2	1	1	1	"Absolutely accurate"							0	1	1	0	2	4	0	1	0	1	3	4	"luisrodriguez@fnweb.net"	"muellerjake@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							473		178011	16767	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7620	2	1	1	13813	44	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	1	0	1	0	0	1	0	1	1	0	2	4	0	1	0	1	3	4	"luisrodriguez@fnweb.net"	"muellerjake@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							306		178011	16767	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7621	1	1	1	13814	44	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	0	1	3	1	0	1	0	1	3	2	"gregwalsh@fnweb.net"	"martinezj@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							164		168148	9202	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7622	2	1	1	13814	44	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	0	0	0	0	0	0	0	1	0	1	3	1	0	1	0	1	3	2	"gregwalsh@fnweb.net"	"martinezj@ajnmail.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							179		168148	9202	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7623	1	1	1	13815	45	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	0	1	4	1	1	0	0	1	3	4	"jakemueller@ajnmail.net"	"martinezjose@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							171		37198	1601	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7624	2	1	1	13815	45	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	1	0	1	0	0	1	0	1	0	1	4	1	1	0	0	1	3	4	"jakemueller@ajnmail.net"	"martinezjose@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							256		37198	1601	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7625	1	1	1	13816	45	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	1	3	1	0	0	1	1	2	"jmartinez@ajnmail.net"	"walshg@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							156		202667	10716	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7626	2	1	1	13816	45	"REDACTED"	"REDACTED"	1	1	0	1	"Absolutely accurate"	1	0	1	0	0	1	0	1	1	0	1	3	1	0	0	1	1	2	"jmartinez@ajnmail.net"	"walshg@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							143		202667	10716	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7627	1	1	1	13817	46	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	1	0	2	4	1	0	1	0	2	3	"rodriguezl@ajnmail.net"	"jakemueller@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							133		47759	3166	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7628	2	1	1	13817	46	"REDACTED"	"REDACTED"	1	1	0	0	"Absolutely accurate"	0	1	0	0	0	1	0	1	1	0	2	4	1	0	1	0	2	3	"rodriguezl@ajnmail.net"	"jakemueller@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							779		47759	3166	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7629	1	1	1	13818	46	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							0	1	0	1	3	1	1	0	1	0	3	1	"gregwalsh@ajnmail.net"	"jmartinez@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							369		900993	87922	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7630	2	1	1	13818	46	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"	1	0	0	0	0	0	0	1	0	1	3	1	1	0	1	0	3	1	"gregwalsh@ajnmail.net"	"jmartinez@fnweb.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							288		900993	87922	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7631	1	1	1	13819	47	"REDACTED"	"REDACTED"	2	1	1	1	"Absolutely accurate"	1	0	0	0	0	0	1	0	0	1	4	2	0	1	1	0	1	3	"jmueller@fnweb.net"	"luisrodriguez@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							342		267587	36077	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7632	2	1	1	13819	47	"REDACTED"	"REDACTED"	1	1	1	1	"Absolutely accurate"							1	0	0	1	4	2	0	1	1	0	1	3	"jmueller@fnweb.net"	"luisrodriguez@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							128		267587	36077	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7633	1	1	1	13820	47	"REDACTED"	"REDACTED"	2	1	1	1	"Absolutely accurate"	1	1	0	1	1	1	1	0	1	0	2	3	0	1	1	0	1	2	"lrodriguez@fnweb.net"	"walshg@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							531		488406	34826	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7634	2	1	1	13820	47	"REDACTED"	"REDACTED"	1	1	0	1	"Absolutely accurate"							1	0	1	0	2	3	0	1	1	0	1	2	"lrodriguez@fnweb.net"	"walshg@ajnmail.net"	"Election question"	"Question about voting"	0	0	0	0	0	0	0	0	0	0							169		488406	34826	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7635	2	1	1	13821	48	"REDACTED"	"REDACTED"	1	1	0	1	"Absolutely accurate"							1	0	1	0	2	3	1	0	0	1	2	4	"rodriguezl@ajnmail.net"	"walshgreg@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							102		26948	812	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7636	1	1	1	13821	48	"REDACTED"	"REDACTED"	0	0	0	0	""							1	0	1	0	2	3	1	0	0	1	2	4	"rodriguezl@ajnmail.net"	"walshgreg@fnweb.net"	"Question about voting"	"Election question"	0	0	0	0	0	0	0	0	0	0							102		26948	812	0	1	0	0	0	0	0	0	7	4	0	0	0	1	1	-1	0	5	1	23	"23"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
